SNO,CropType,Temp,SoilMoisture,Irrigate
1886,Millet,30.4,508,0
1887,Maize,25.6,381,0
1888,Rice,32.7,722,0
1889,Maize,31.9,344,1
1890,Banana,30.4,737,0
1891,Cotton,28.2,833,0
1892,Millet,33.1,229,1
1893,Tomato,29.5,351,0
1894,Cotton,33.4,702,0
1895,Cotton,30.8,337,1
1896,Maize,28.0,667,0
1897,Rice,24.2,474,0
1898,Rice,30.4,819,0
1899,Banana,34.5,440,1
1900,Cotton,29.0,421,0
1901,Banana,29.6,553,0
1902,Banana,28.9,728,0
1903,Rice,33.0,569,0
1904,Millet,27.5,223,0
1905,Cotton,32.9,810,0
1906,Banana,26.1,616,0
1907,Rice,32.2,778,0
1908,Tomato,25.4,159,0
1909,Tomato,25.6,301,0
1910,Cotton,33.9,499,0
1911,Maize,31.1,188,1
1912,Maize,25.8,830,0
1913,Cotton,27.9,705,0
1914,Banana,24.2,645,0
1915,Cotton,26.7,719,0
1916,Tomato,26.0,789,0
1917,Millet,31.0,839,0
1918,Millet,24.8,591,0
1919,Tomato,32.9,843,0
1920,Cotton,31.4,594,0
1921,Millet,29.3,780,0
1922,Maize,28.1,648,0
1923,Maize,30.3,625,0
1924,Rice,29.7,739,0
1925,Maize,26.2,218,0
1926,Tomato,31.7,288,1
1927,Millet,29.5,502,0
1928,Banana,31.8,175,1
1929,Tomato,26.4,382,0
1930,Rice,29.0,555,0
1931,Banana,25.7,769,0
1932,Rice,31.5,762,0
1933,Rice,29.2,798,0
1934,Cotton,28.3,592,0
1935,Rice,33.9,489,0
1936,Maize,30.3,569,0
1937,Cotton,26.2,196,0
1938,Tomato,25.9,325,0
1939,Tomato,34.9,165,1
1940,Banana,32.6,436,1
1941,Millet,32.5,169,1
1942,Cotton,35.0,748,0
1943,Maize,28.3,405,0
1944,Tomato,26.2,429,0
1945,Cotton,28.6,453,0
1946,Tomato,31.3,587,0
1947,Cotton,33.2,195,1
1948,Maize,28.8,774,0
1949,Maize,34.5,167,1
1950,Millet,33.1,791,0
1951,Rice,33.0,742,0
1952,Tomato,27.4,516,0
1953,Tomato,33.3,668,0
1954,Rice,28.9,671,0
1955,Rice,25.9,659,0
1956,Millet,34.4,625,0
1957,Maize,33.7,243,1
1958,Maize,31.0,849,0
1959,Maize,24.2,665,0
1960,Maize,24.8,165,0
1961,Rice,29.3,720,0
1962,Rice,24.4,330,0
1963,Tomato,25.6,280,0
1964,Banana,29.5,567,0
1965,Tomato,29.0,350,0
1966,Maize,27.2,549,0
1967,Banana,25.4,287,0
1968,Maize,31.6,782,0
1969,Banana,30.7,667,0
1970,Rice,24.1,253,0
1971,Tomato,25.7,620,0
1972,Cotton,25.8,741,0
1973,Rice,32.5,325,1
1974,Tomato,30.7,289,1
1975,Cotton,25.9,556,0
1976,Rice,26.3,568,0
1977,Rice,25.9,732,0
1978,Cotton,33.4,629,0
1979,Tomato,25.8,676,0
1980,Cotton,30.6,823,0
1981,Cotton,31.3,291,1
1982,Millet,26.7,455,0
1983,Cotton,33.2,747,0
1984,Maize,34.0,747,0
1985,Millet,28.1,845,0
1986,Cotton,29.9,687,0
1987,Millet,25.7,293,0
1988,Rice,33.2,410,0
1989,Cotton,24.4,349,0
1990,Banana,27.7,276,1
1991,Banana,27.4,577,0
1992,Maize,26.6,698,0
1993,Rice,25.7,560,0
1994,Millet,26.2,191,0
1995,Maize,24.5,159,0
1996,Maize,31.7,555,0
1997,Millet,28.2,672,0
1998,Maize,31.8,220,1
1999,Rice,27.1,619,0
2000,Rice,25.0,228,0
2001,Millet,25.4,256,0
2002,Rice,26.7,849,0
2003,Millet,33.9,600,0
2004,Banana,26.2,429,1
2005,Rice,31.6,778,0
2006,Cotton,30.2,297,1
2007,Rice,27.9,270,0
2008,Cotton,24.1,577,0
2009,Rice,25.8,163,0
2010,Maize,29.3,332,1
2011,Banana,25.0,246,0
2012,Rice,33.7,758,0
2013,Maize,29.5,467,0
2014,Banana,32.8,414,1
2015,Tomato,30.3,178,1
2016,Rice,34.3,616,0
2017,Banana,24.1,628,0
2018,Banana,29.7,226,1
2019,Banana,29.8,803,0
2020,Banana,33.1,527,0
2021,Millet,32.7,762,0
2022,Millet,27.9,341,0
2023,Maize,31.2,791,0
2024,Rice,27.3,459,0
2025,Maize,32.6,616,0
2026,Millet,25.2,781,0
2027,Tomato,34.8,338,0
2028,Maize,27.5,382,0
2029,Banana,30.9,848,0
2030,Tomato,25.1,677,0
2031,Rice,24.1,840,0
2032,Tomato,29.0,516,0
2033,Banana,34.6,252,1
2034,Maize,29.1,740,0
2035,Millet,32.6,546,0
2036,Millet,24.5,188,0
2037,Millet,26.1,206,0
2038,Rice,26.7,704,0
2039,Rice,26.7,830,0
2040,Maize,35.0,760,0
2041,Tomato,34.7,224,1
2042,Maize,24.7,614,0
2043,Maize,26.6,742,0
2044,Banana,29.2,635,0
2045,Maize,30.1,824,0
2046,Tomato,31.7,410,0
2047,Tomato,31.8,430,0
2048,Banana,33.5,817,0
2049,Millet,32.3,197,1
2050,Millet,30.7,275,1
2051,Maize,29.6,163,1
2052,Millet,26.2,803,0
2053,Cotton,28.6,619,0
2054,Cotton,32.9,572,0
2055,Millet,31.9,273,1
2056,Maize,26.0,191,0
2057,Millet,30.0,643,0
2058,Maize,28.3,652,0
2059,Rice,32.7,504,0
2060,Banana,24.7,847,0
2061,Tomato,24.5,688,0
2062,Rice,26.8,747,0
2063,Rice,34.5,818,0
2064,Maize,30.1,553,0
2065,Millet,29.2,259,0
2066,Banana,33.5,787,0
2067,Rice,26.0,526,0
2068,Millet,29.1,365,0
2069,Banana,25.3,485,0
2070,Cotton,34.2,361,0
2071,Banana,31.0,417,1
2072,Cotton,30.9,481,0
2073,Rice,25.8,506,0
2074,Millet,24.3,755,0
2075,Rice,31.6,392,1
2076,Maize,34.5,846,0
2077,Cotton,25.8,640,0
2078,Cotton,28.8,645,0
2079,Millet,31.7,750,0
2080,Cotton,30.0,835,0
2081,Millet,30.1,819,0
2082,Maize,33.4,457,0
2083,Cotton,31.9,577,0
2084,Tomato,27.2,342,0
2085,Maize,31.7,806,0
2086,Millet,25.8,457,0
2087,Tomato,29.6,315,0
2088,Maize,28.0,848,0
2089,Cotton,31.0,153,1
2090,Maize,33.1,617,0
2091,Rice,24.1,559,0
2092,Cotton,34.4,620,0
2093,Rice,24.3,378,0
2094,Millet,29.0,840,0
2095,Rice,31.4,638,0
2096,Rice,27.3,238,0
2097,Banana,25.4,607,0
2098,Rice,25.4,353,0
2099,Maize,30.5,705,0
2100,Banana,32.9,480,0
2101,Tomato,26.9,800,0
2102,Rice,26.3,366,0
2103,Banana,32.5,447,1
2104,Maize,32.1,235,1
2105,Rice,31.3,654,0
2106,Maize,24.9,772,0
2107,Tomato,32.5,304,0
2108,Millet,29.6,489,0
2109,Millet,29.0,787,0
2110,Rice,25.3,267,0
2111,Maize,26.2,187,0
2112,Maize,31.5,336,1
2113,Tomato,25.8,613,0
2114,Millet,24.6,801,0
2115,Cotton,29.6,758,0
2116,Rice,30.3,370,1
2117,Cotton,24.8,391,0
2118,Rice,29.6,399,1
2119,Maize,28.0,370,0
2120,Rice,29.1,677,0
2121,Tomato,34.3,494,0
2122,Banana,32.4,703,0
2123,Tomato,25.4,358,0
2124,Millet,32.7,419,0
2125,Maize,27.5,408,0
2126,Maize,30.9,279,1
2127,Millet,31.3,407,0
2128,Rice,29.5,608,0
2129,Rice,25.7,326,0
2130,Millet,25.1,200,0
2131,Rice,28.1,494,0
2132,Millet,31.8,167,1
2133,Rice,30.4,734,0
2134,Maize,27.9,789,0
2135,Tomato,28.9,541,0
2136,Tomato,26.9,292,0
2137,Rice,30.4,605,0
2138,Maize,32.7,719,0
2139,Millet,32.1,788,0
2140,Banana,34.3,578,0
2141,Rice,28.3,394,1
2142,Millet,30.6,780,0
2143,Millet,32.1,376,0
2144,Banana,28.1,485,0
2145,Millet,33.7,192,1
2146,Millet,25.3,840,0
2147,Maize,26.5,754,0
2148,Maize,30.5,525,0
2149,Maize,33.2,847,0
2150,Maize,24.1,420,0
2151,Tomato,31.3,722,0
2152,Maize,29.2,686,0
2153,Maize,28.0,394,0
2154,Millet,26.1,411,0
2155,Millet,24.0,661,0
2156,Maize,31.2,803,0
2157,Maize,34.7,390,1
2158,Millet,24.6,566,0
2159,Tomato,31.4,224,1
2160,Maize,28.9,404,0
2161,Cotton,27.3,676,0
2162,Banana,32.1,816,0
2163,Maize,34.8,654,0
2164,Rice,26.0,624,0
2165,Cotton,30.9,687,0
2166,Cotton,28.4,676,0
2167,Banana,33.7,679,0
2168,Rice,27.3,521,0
2169,Cotton,34.4,621,0
2170,Banana,29.8,696,0
2171,Millet,31.9,410,0
2172,Millet,24.7,369,0
2173,Tomato,26.6,831,0
2174,Rice,34.4,256,1
2175,Banana,26.4,575,0
2176,Tomato,34.3,245,1
2177,Maize,34.2,378,1
2178,Millet,26.4,642,0
2179,Cotton,26.5,161,0
2180,Rice,31.2,395,1
2181,Millet,27.3,793,0
2182,Banana,24.3,268,0
2183,Maize,33.7,225,1
2184,Cotton,30.4,639,0
2185,Rice,31.6,300,1
2186,Cotton,28.4,555,0
2187,Banana,28.2,191,1
2188,Banana,34.9,781,0
2189,Cotton,29.5,586,0
2190,Millet,33.1,608,0
2191,Rice,28.7,452,0
2192,Banana,27.9,385,1
2193,Rice,33.3,285,1
2194,Cotton,27.5,691,0
2195,Banana,27.1,335,1
2196,Maize,32.9,192,1
2197,Cotton,25.1,755,0
2198,Maize,28.5,210,1
2199,Maize,29.9,666,0
2200,Banana,28.7,293,1
2201,Maize,31.3,544,0
2202,Cotton,27.7,272,0
2203,Banana,31.1,239,1
2204,Cotton,31.4,424,0
2205,Maize,31.1,231,1
2206,Tomato,27.7,409,0
2207,Tomato,24.3,426,0
2208,Millet,33.7,216,1
2209,Tomato,30.6,835,0
2210,Cotton,33.4,395,0
2211,Cotton,29.9,836,0
2212,Cotton,29.6,266,0
2213,Millet,31.9,800,0
2214,Maize,24.8,162,0
2215,Banana,31.5,708,0
2216,Banana,24.8,481,0
2217,Cotton,27.4,838,0
2218,Tomato,27.1,698,0
2219,Banana,27.2,800,0
2220,Banana,30.9,838,0
2221,Cotton,27.8,650,0
2222,Tomato,26.1,586,0
2223,Rice,31.8,483,0
2224,Rice,29.4,764,0
2225,Tomato,33.7,850,0
2226,Rice,32.1,758,0
2227,Cotton,25.2,823,0
2228,Millet,29.7,682,0
2229,Maize,33.2,217,1
2230,Banana,28.5,761,0
2231,Rice,24.1,157,0
2232,Cotton,29.1,450,0
2233,Cotton,27.8,786,0
2234,Banana,26.0,469,0
2235,Tomato,25.8,561,0
2236,Tomato,27.7,728,0
2237,Tomato,26.7,340,0
2238,Banana,25.3,361,0
2239,Banana,33.4,682,0
2240,Millet,29.5,774,0
2241,Millet,33.9,759,0
2242,Maize,26.2,600,0
2243,Tomato,32.5,603,0
2244,Tomato,26.8,402,0
2245,Maize,31.3,173,1
2246,Cotton,31.4,232,1
2247,Banana,26.2,339,1
2248,Cotton,27.8,442,0
2249,Banana,27.2,387,1
2250,Cotton,31.1,160,1
2251,Tomato,33.9,321,0
2252,Cotton,32.5,503,0
2253,Rice,24.9,794,0
2254,Tomato,25.0,313,0
2255,Rice,26.5,553,0
2256,Maize,33.5,296,1
2257,Banana,25.7,641,0
2258,Banana,26.3,375,1
2259,Millet,26.8,746,0
2260,Banana,25.5,627,0
2261,Maize,33.5,300,1
2262,Millet,31.9,458,0
2263,Tomato,24.2,503,0
2264,Millet,33.4,469,0
2265,Maize,28.1,201,1
2266,Tomato,29.0,163,1
2267,Millet,25.0,381,0
2268,Cotton,25.0,647,0
2269,Millet,33.4,196,1
2270,Cotton,26.8,580,0
2271,Maize,29.8,461,0
2272,Rice,26.5,204,0
2273,Maize,27.0,488,0
2274,Cotton,27.3,834,0
2275,Rice,28.6,223,1
2276,Cotton,34.3,205,1
2277,Millet,29.0,761,0
2278,Millet,34.1,539,0
2279,Tomato,24.1,741,0
2280,Rice,34.2,301,1
2281,Cotton,28.7,504,0
2282,Banana,34.1,164,1
2283,Cotton,34.9,704,0
2284,Maize,30.0,458,0
2285,Maize,27.6,704,0
2286,Banana,31.4,426,1
2287,Rice,30.6,437,0
2288,Cotton,24.0,567,0
2289,Millet,29.8,308,0
2290,Maize,26.0,349,0
2291,Maize,28.0,638,0
2292,Rice,31.6,282,1
2293,Tomato,31.3,616,0
2294,Cotton,25.3,754,0
2295,Maize,32.9,677,0
2296,Maize,33.9,225,1
2297,Maize,32.2,814,0
2298,Banana,24.2,297,0
2299,Maize,33.4,319,1
2300,Rice,32.3,164,1
2301,Cotton,32.1,458,0
2302,Millet,24.7,836,0
2303,Banana,30.6,209,1
2304,Cotton,34.6,801,0
2305,Banana,30.9,185,1
2306,Rice,27.1,371,0
2307,Tomato,24.7,556,0
2308,Rice,28.2,319,1
2309,Cotton,30.6,385,0
2310,Tomato,32.3,665,0
2311,Tomato,31.2,447,0
2312,Banana,31.3,711,0
2313,Banana,34.9,482,0
2314,Rice,26.6,745,0
2315,Rice,27.5,827,0
2316,Maize,28.3,454,0
2317,Tomato,32.8,490,0
2318,Rice,27.9,589,0
2319,Tomato,29.1,582,0
2320,Millet,26.7,269,0
2321,Maize,25.2,212,0
2322,Banana,26.2,383,1
2323,Cotton,29.6,759,0
2324,Rice,25.0,479,0
2325,Banana,34.7,447,1
2326,Banana,27.3,585,0
2327,Maize,33.7,734,0
2328,Cotton,29.9,831,0
2329,Tomato,26.4,310,0
2330,Maize,32.3,257,1
2331,Maize,32.8,562,0
2332,Banana,26.1,750,0
2333,Cotton,25.6,295,0
2334,Banana,31.1,785,0
2335,Millet,24.9,240,0
2336,Maize,30.6,315,1
2337,Millet,26.2,708,0
2338,Tomato,35.0,325,0
2339,Rice,30.7,447,0
2340,Rice,34.0,658,0
2341,Maize,28.2,167,1
2342,Millet,26.6,513,0
2343,Banana,31.4,709,0
2344,Maize,29.6,186,1
2345,Rice,25.8,265,0
2346,Banana,24.9,199,0
2347,Rice,28.4,700,0
2348,Banana,29.9,829,0
2349,Maize,33.6,325,1
2350,Cotton,26.4,588,0
2351,Millet,34.3,545,0
2352,Tomato,34.1,421,0
2353,Banana,31.0,352,1
2354,Rice,34.2,354,1
2355,Banana,33.6,698,0
2356,Maize,24.4,269,0
2357,Cotton,34.9,430,0
2358,Banana,30.8,328,1
2359,Rice,26.8,546,0
2360,Maize,25.6,762,0
2361,Tomato,29.7,707,0
2362,Millet,29.7,513,0
2363,Banana,29.4,555,0
2364,Millet,30.7,354,0
2365,Cotton,24.7,661,0
2366,Millet,27.0,713,0
2367,Banana,33.0,313,1
2368,Millet,29.0,224,0
2369,Cotton,31.3,406,0
2370,Tomato,24.3,816,0
2371,Millet,25.0,732,0
2372,Rice,30.7,304,1
2373,Tomato,30.0,441,0
2374,Millet,32.2,261,1
2375,Millet,29.2,179,0
2376,Rice,32.3,356,1
2377,Cotton,34.7,816,0
2378,Millet,29.2,392,0
2379,Millet,31.9,513,0
2380,Tomato,24.0,271,0
2381,Tomato,30.8,811,0
2382,Rice,29.8,690,0
2383,Cotton,25.2,654,0
2384,Cotton,34.3,276,1
2385,Rice,30.7,240,1
2386,Banana,26.3,647,0
2387,Banana,26.8,845,0
2388,Cotton,28.5,850,0
2389,Cotton,26.4,411,0
2390,Maize,33.5,221,1
2391,Rice,28.4,160,1
2392,Tomato,30.9,341,0
2393,Banana,33.2,728,0
2394,Banana,31.4,383,1
2395,Cotton,31.6,558,0
2396,Cotton,24.0,681,0
2397,Banana,29.0,270,1
2398,Cotton,24.6,692,0
2399,Banana,28.0,590,0
2400,Maize,26.9,732,0
2401,Rice,31.9,370,1
2402,Rice,30.5,713,0
2403,Banana,33.0,331,1
2404,Cotton,34.2,433,0
2405,Millet,26.5,300,0
2406,Cotton,34.2,503,0
2407,Cotton,29.2,433,0
2408,Millet,26.3,338,0
2409,Millet,32.3,734,0
2410,Maize,34.5,589,0
2411,Rice,30.3,393,1
2412,Rice,28.2,233,1
2413,Banana,34.4,649,0
2414,Rice,30.1,349,1
2415,Tomato,29.1,190,1
2416,Cotton,24.4,546,0
2417,Maize,31.2,166,1
2418,Rice,24.3,638,0
2419,Maize,29.3,647,0
2420,Cotton,31.8,182,1
2421,Cotton,33.3,571,0
2422,Tomato,25.9,843,0
2423,Tomato,32.1,228,1
2424,Cotton,27.8,412,0
2425,Cotton,31.8,680,0
2426,Rice,30.9,519,0
2427,Tomato,30.3,163,1
2428,Tomato,29.4,736,0
2429,Tomato,34.4,322,0
2430,Maize,32.0,805,0
2431,Rice,32.0,591,0
2432,Tomato,34.2,441,0
2433,Cotton,25.6,166,0
2434,Cotton,25.9,649,0
2435,Millet,30.9,388,0
2436,Maize,31.8,696,0
2437,Rice,26.0,168,0
2438,Rice,27.2,512,0
2439,Maize,33.7,604,0
2440,Tomato,31.3,392,0
2441,Maize,28.8,522,0
2442,Banana,30.1,264,1
2443,Cotton,27.6,717,0
2444,Millet,32.8,618,0
2445,Banana,34.6,825,0
2446,Millet,31.7,644,0
2447,Millet,33.1,695,0
2448,Maize,29.2,374,1
2449,Rice,27.1,684,0
2450,Millet,32.6,305,1
2451,Cotton,29.1,458,0
2452,Rice,34.9,715,0
2453,Rice,27.2,198,0
2454,Tomato,31.5,361,0
2455,Banana,30.3,640,0
2456,Tomato,24.3,325,0
2457,Rice,27.1,607,0
2458,Tomato,25.9,741,0
2459,Banana,25.4,438,0
2460,Cotton,31.1,351,0
2461,Maize,24.7,751,0
2462,Millet,31.6,728,0
2463,Millet,25.3,279,0
2464,Tomato,25.8,170,0
2465,Banana,30.9,401,1
2466,Millet,25.1,287,0
2467,Rice,27.7,165,0
2468,Maize,26.4,431,0
2469,Tomato,30.2,151,1
2470,Millet,31.9,249,1
2471,Rice,25.6,452,0
2472,Millet,26.7,229,0
2473,Cotton,28.1,767,0
2474,Tomato,27.8,469,0
2475,Rice,25.9,544,0
2476,Millet,32.8,658,0
2477,Cotton,25.6,674,0
2478,Maize,31.9,553,0
2479,Banana,33.9,276,1
2480,Millet,31.6,258,1
2481,Rice,32.3,278,1
2482,Cotton,28.3,665,0
2483,Millet,26.2,182,0
2484,Tomato,26.1,449,0
2485,Millet,28.4,449,0
2486,Banana,28.7,280,1
2487,Banana,32.5,760,0
2488,Maize,29.0,681,0
2489,Millet,30.6,519,0
2490,Maize,28.0,157,0
2491,Banana,28.1,216,1
2492,Maize,34.1,788,0
2493,Maize,26.3,626,0
2494,Millet,26.6,805,0
2495,Maize,30.0,150,1
2496,Millet,24.8,182,0
2497,Rice,29.1,665,0
2498,Maize,31.3,765,0
2499,Cotton,27.6,265,0
2500,Cotton,24.4,394,0
2501,Rice,33.7,280,1
2502,Millet,26.4,330,0
2503,Tomato,34.4,207,1
2504,Banana,34.7,679,0
2505,Rice,26.6,846,0
2506,Rice,32.2,603,0
2507,Banana,31.1,744,0
2508,Rice,33.1,747,0
2509,Maize,31.0,753,0
2510,Tomato,25.5,788,0
2511,Tomato,27.1,617,0
2512,Maize,25.5,623,0
2513,Millet,25.7,769,0
2514,Millet,26.7,168,0
2515,Cotton,27.8,712,0
2516,Maize,26.5,724,0
2517,Cotton,34.4,772,0
2518,Millet,32.5,161,1
2519,Tomato,30.2,251,1
2520,Tomato,32.8,829,0
2521,Millet,29.9,699,0
2522,Tomato,29.3,643,0
2523,Millet,29.7,407,0
2524,Millet,26.1,830,0
2525,Banana,33.0,540,0
2526,Tomato,32.8,621,0
2527,Cotton,33.2,357,0
2528,Millet,32.7,758,0
2529,Cotton,28.7,648,0
2530,Tomato,26.5,482,0
2531,Millet,24.9,429,0
2532,Rice,31.1,304,1
2533,Banana,30.2,812,0
2534,Tomato,30.8,389,0
2535,Cotton,24.3,699,0
2536,Millet,29.6,824,0
2537,Millet,27.2,614,0
2538,Rice,24.6,314,0
2539,Maize,30.0,793,0
2540,Banana,30.4,523,0
2541,Cotton,24.1,353,0
2542,Cotton,26.7,587,0
2543,Millet,28.1,369,0
2544,Tomato,30.6,770,0
2545,Banana,29.4,666,0
2546,Tomato,27.6,462,0
2547,Millet,24.5,200,0
2548,Banana,33.4,156,1
2549,Banana,34.7,637,0
2550,Maize,31.8,173,1
2551,Cotton,28.1,175,0
2552,Banana,26.1,427,1
2553,Rice,24.5,294,0
2554,Rice,31.4,673,0
2555,Millet,33.8,289,1
2556,Maize,32.8,746,0
2557,Millet,32.9,649,0
2558,Millet,31.3,434,0
2559,Millet,26.7,601,0
2560,Millet,29.5,556,0
2561,Tomato,33.6,437,0
2562,Rice,27.9,226,0
2563,Cotton,26.1,555,0
2564,Banana,25.7,239,0
2565,Cotton,28.7,218,0
2566,Millet,26.6,549,0
2567,Maize,29.1,207,1
2568,Cotton,30.5,656,0
2569,Rice,30.8,341,1
2570,Rice,31.4,695,0
2571,Cotton,27.8,463,0
2572,Cotton,24.4,549,0
2573,Millet,25.3,422,0
2574,Rice,33.4,667,0
2575,Maize,32.0,565,0
2576,Banana,34.7,239,1
2577,Rice,29.4,460,0
2578,Banana,32.4,398,1
2579,Millet,32.0,331,1
2580,Rice,25.6,591,0
2581,Tomato,24.6,219,0
2582,Millet,28.6,727,0
2583,Rice,30.0,542,0
2584,Cotton,31.4,671,0
2585,Rice,28.5,325,1
2586,Maize,29.7,522,0
2587,Millet,32.3,665,0
2588,Maize,35.0,830,0
2589,Millet,31.0,819,0
2590,Millet,26.8,585,0
2591,Banana,25.6,689,0
2592,Rice,29.5,719,0
2593,Banana,27.3,428,1
2594,Rice,24.3,828,0
2595,Tomato,26.7,607,0
2596,Banana,25.2,344,0
2597,Maize,34.0,694,0
2598,Cotton,24.8,187,0
2599,Maize,29.0,389,1
2600,Millet,26.5,368,0
2601,Banana,34.3,168,1
2602,Maize,34.5,349,1
2603,Tomato,31.0,792,0
2604,Tomato,29.9,169,1
2605,Rice,28.6,838,0
2606,Maize,29.0,329,1
2607,Rice,24.7,627,0
2608,Millet,24.6,329,0
2609,Rice,33.3,598,0
2610,Rice,28.4,371,1
2611,Maize,29.9,377,1
2612,Cotton,29.9,385,0
2613,Maize,30.3,228,1
2614,Cotton,24.8,576,0
2615,Rice,29.3,432,0
2616,Banana,29.6,224,1
2617,Banana,26.2,233,1
2618,Rice,29.1,451,0
2619,Banana,25.3,831,0
2620,Millet,32.2,796,0
2621,Millet,26.6,550,0
2622,Millet,24.2,640,0
2623,Maize,29.3,699,0
2624,Millet,27.5,805,0
2625,Cotton,24.1,486,0
2626,Tomato,30.9,771,0
2627,Millet,33.4,752,0
2628,Millet,24.9,568,0
2629,Maize,31.3,646,0
2630,Tomato,30.3,403,0
2631,Cotton,26.2,280,0
2632,Rice,27.2,192,0
2633,Tomato,28.2,800,0
2634,Cotton,24.8,493,0
2635,Tomato,25.7,574,0
2636,Banana,24.8,791,0
2637,Banana,26.6,379,1
2638,Tomato,25.6,203,0
2639,Tomato,32.3,375,0
2640,Rice,24.6,832,0
2641,Banana,25.0,738,0
2642,Maize,30.1,503,0
2643,Tomato,32.7,565,0
2644,Tomato,34.7,289,1
2645,Millet,25.7,468,0
2646,Rice,26.8,585,0
2647,Rice,34.2,744,0
2648,Tomato,32.8,801,0
2649,Maize,33.3,451,0
2650,Tomato,34.9,548,0
2651,Rice,29.3,270,1
2652,Rice,27.2,648,0
2653,Tomato,26.5,609,0
2654,Banana,27.9,462,0
2655,Millet,27.6,499,0
2656,Cotton,26.1,634,0
2657,Cotton,26.9,557,0
2658,Maize,29.4,245,1
2659,Tomato,31.2,501,0
2660,Cotton,28.7,337,0
2661,Millet,25.5,353,0
2662,Maize,33.2,455,0
2663,Cotton,33.1,258,1
2664,Banana,28.7,777,0
2665,Tomato,28.0,451,0
2666,Cotton,31.0,697,0
2667,Rice,27.2,509,0
2668,Banana,25.4,722,0
2669,Millet,24.8,407,0
2670,Tomato,30.0,456,0
2671,Millet,29.1,762,0
2672,Banana,31.0,752,0
2673,Maize,26.3,815,0
2674,Maize,29.4,463,0
2675,Banana,32.7,665,0
2676,Millet,24.9,604,0
2677,Maize,32.1,420,0
2678,Cotton,24.8,563,0
2679,Maize,30.3,415,0
2680,Millet,29.3,746,0
2681,Maize,27.1,625,0
2682,Rice,32.0,327,1
2683,Cotton,34.7,185,1
2684,Maize,24.1,773,0
2685,Banana,25.0,246,0
2686,Cotton,34.6,302,1
2687,Tomato,30.0,714,0
2688,Cotton,32.4,463,0
2689,Maize,31.5,199,1
2690,Cotton,29.1,198,0
2691,Banana,26.6,308,1
2692,Millet,28.4,826,0
2693,Banana,24.9,667,0
2694,Rice,34.8,531,0
2695,Maize,34.5,625,0
2696,Maize,29.8,545,0
2697,Maize,24.8,432,0
2698,Rice,34.8,318,1
2699,Rice,32.4,842,0
2700,Banana,27.5,508,0
2701,Maize,25.8,303,0
2702,Banana,32.9,544,0
2703,Maize,33.0,447,0
2704,Cotton,29.6,700,0
2705,Banana,30.3,535,0
2706,Maize,29.9,169,1
2707,Rice,29.3,680,0
2708,Tomato,28.3,168,1
2709,Maize,31.6,540,0
2710,Banana,30.1,755,0
2711,Cotton,26.4,164,0
2712,Maize,25.4,808,0
2713,Cotton,30.4,765,0
2714,Tomato,32.2,204,1
2715,Maize,28.2,263,1
2716,Banana,30.9,677,0
2717,Millet,28.4,480,0
2718,Tomato,29.2,418,0
2719,Tomato,25.9,397,0
2720,Banana,27.6,764,0
2721,Tomato,26.9,592,0
2722,Millet,26.2,653,0
2723,Banana,28.6,398,1
2724,Cotton,31.4,725,0
2725,Tomato,33.2,610,0
2726,Banana,25.2,409,0
2727,Banana,25.9,630,0
2728,Cotton,26.5,826,0
2729,Cotton,31.0,153,1
2730,Rice,25.9,622,0
2731,Rice,31.7,391,1
2732,Cotton,28.2,710,0
2733,Cotton,30.8,578,0
2734,Maize,30.4,359,1
2735,Maize,32.7,643,0
2736,Millet,31.2,455,0
2737,Millet,33.2,732,0
2738,Maize,31.5,590,0
2739,Banana,24.5,241,0
2740,Banana,28.4,208,1
2741,Banana,32.5,636,0
2742,Tomato,34.1,369,0
2743,Rice,31.8,287,1
2744,Tomato,30.6,630,0
2745,Maize,30.4,201,1
2746,Tomato,24.7,784,0
2747,Maize,31.7,181,1
2748,Rice,28.8,413,0
2749,Millet,27.8,657,0
2750,Millet,30.1,462,0
2751,Rice,34.6,272,1
2752,Banana,27.6,397,1
2753,Tomato,34.6,543,0
2754,Cotton,33.5,256,1
2755,Millet,33.4,686,0
2756,Banana,26.6,705,0
2757,Banana,33.1,210,1
2758,Millet,30.7,675,0
2759,Tomato,28.0,405,0
2760,Millet,27.1,759,0
2761,Cotton,30.6,179,1
2762,Millet,32.6,662,0
2763,Millet,26.2,315,0
2764,Millet,28.0,812,0
2765,Tomato,28.7,352,0
2766,Tomato,33.7,811,0
2767,Millet,28.0,188,0
2768,Cotton,25.3,171,0
2769,Rice,32.8,633,0
2770,Millet,34.0,774,0
2771,Cotton,32.5,428,0
2772,Cotton,31.3,670,0
2773,Tomato,31.9,342,0
2774,Maize,26.1,337,0
2775,Banana,32.8,652,0
2776,Millet,30.4,169,1
2777,Cotton,24.5,737,0
2778,Tomato,32.1,699,0
2779,Cotton,31.9,630,0
2780,Maize,29.0,606,0
2781,Banana,26.3,270,1
2782,Tomato,31.9,834,0
2783,Maize,34.4,512,0
2784,Rice,29.8,284,1
2785,Rice,34.9,425,0
2786,Maize,30.1,512,0
2787,Banana,35.0,507,0
2788,Tomato,32.0,622,0
2789,Millet,34.4,240,1
2790,Rice,24.3,769,0
2791,Millet,31.2,754,0
2792,Rice,33.0,482,0
2793,Millet,34.1,206,1
2794,Banana,32.0,368,1
2795,Rice,33.6,824,0
2796,Banana,30.5,153,1
2797,Millet,27.5,510,0
